,LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate
839,840,2015-10-18,"18:04:56,568",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.3624012,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
840,841,2015-10-18,"18:04:57,396",INFO,IPC Server handler 19 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000009_0 is : 0.76133776,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
841,842,2015-10-18,"18:04:57,427",INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000008_0 is : 0.34610128,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
842,843,2015-10-18,"18:04:57,443",INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000007_0 is : 0.3707891,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
843,844,2015-10-18,"18:04:59,771",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
844,845,2015-10-18,"18:04:59,787",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
845,846,2015-10-18,"18:05:02,802",INFO,IPC Server handler 10 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
846,847,2015-10-18,"18:05:02,818",INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.38137424,"71    E32
Name: EventId, dtype: object","71    Progress of TaskAttempt <*> is : <*>
Name: EventTemplate, dtype: object"
847,848,2015-10-18,"18:05:27,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
848,849,2015-10-18,"18:05:27,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 30 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
849,850,2015-10-18,"18:05:28,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
850,851,2015-10-18,"18:05:28,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 31 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
851,852,2015-10-18,"18:05:29,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
852,853,2015-10-18,"18:05:29,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 32 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
853,854,2015-10-18,"18:05:30,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
854,855,2015-10-18,"18:05:30,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 33 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
855,856,2015-10-18,"18:05:31,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
856,857,2015-10-18,"18:05:31,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 34 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
857,858,2015-10-18,"18:05:32,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
858,859,2015-10-18,"18:05:32,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 35 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
859,860,2015-10-18,"18:05:33,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
860,861,2015-10-18,"18:05:33,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 36 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
861,862,2015-10-18,"18:05:34,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
862,863,2015-10-18,"18:05:34,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 37 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
863,864,2015-10-18,"18:05:35,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
864,865,2015-10-18,"18:05:35,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 38 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
865,866,2015-10-18,"18:05:36,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
866,867,2015-10-18,"18:05:36,570",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 39 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
867,868,2015-10-18,"18:05:37,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
868,869,2015-10-18,"18:05:37,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 40 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
869,870,2015-10-18,"18:05:38,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
870,871,2015-10-18,"18:05:38,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 41 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
871,872,2015-10-18,"18:05:39,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
872,873,2015-10-18,"18:05:39,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 42 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
873,874,2015-10-18,"18:05:40,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
874,875,2015-10-18,"18:05:40,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 43 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
875,876,2015-10-18,"18:05:41,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
876,877,2015-10-18,"18:05:41,617",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 44 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
877,878,2015-10-18,"18:05:42,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
878,879,2015-10-18,"18:05:42,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 45 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
879,880,2015-10-18,"18:05:43,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
880,881,2015-10-18,"18:05:43,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 46 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
881,882,2015-10-18,"18:05:44,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
882,883,2015-10-18,"18:05:44,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 47 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
883,884,2015-10-18,"18:05:45,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
884,885,2015-10-18,"18:05:45,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 48 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
885,886,2015-10-18,"18:05:46,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
886,887,2015-10-18,"18:05:46,633",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 49 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
887,888,2015-10-18,"18:05:47,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
888,889,2015-10-18,"18:05:47,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 50 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
889,890,2015-10-18,"18:05:48,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
890,891,2015-10-18,"18:05:48,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 51 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
891,892,2015-10-18,"18:05:49,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
892,893,2015-10-18,"18:05:49,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 52 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
893,894,2015-10-18,"18:05:50,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
894,895,2015-10-18,"18:05:50,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 53 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
895,896,2015-10-18,"18:05:51,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
896,897,2015-10-18,"18:05:51,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 54 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
897,898,2015-10-18,"18:05:52,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
898,899,2015-10-18,"18:05:52,680",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 55 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
899,900,2015-10-18,"18:05:53,681",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
900,901,2015-10-18,"18:05:53,681",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 56 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
901,902,2015-10-18,"18:05:54,681",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
902,903,2015-10-18,"18:05:54,681",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 57 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
903,904,2015-10-18,"18:05:55,696",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
904,905,2015-10-18,"18:05:55,696",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 58 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
905,906,2015-10-18,"18:05:56,696",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
906,907,2015-10-18,"18:05:56,696",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 59 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
907,908,2015-10-18,"18:05:57,009",WARN,ResponseProcessor for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,"Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: SUCCESS status: ERROR downstreamAckTimeNanos: 0, targets: [10.86.169.121:50010, 10.190.173.170:50010]","88    E97
Name: EventId, dtype: object","88    Slow ReadProcessor read fields took 65020ms (t...
Name: EventTemplate, dtype: object"
908,909,2015-10-18,"18:05:57,009",WARN,ResponseProcessor for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DFSOutputStream ResponseProcessor exception  for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,"89    E98
Name: EventId, dtype: object","89    DFSOutputStream ResponseProcessor exception  f...
Name: EventTemplate, dtype: object"
909,910,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,"Error Recovery for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731 in pipeline 10.86.169.121:50010, 10.190.173.170:50010: bad datanode 10.190.173.170:50010","90    E99
Name: EventId, dtype: object","90    Error Recovery for block BP-1347369012-10.190....
Name: EventTemplate, dtype: object"
910,911,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"91    E100
Name: EventId, dtype: object","91    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
911,912,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DataStreamer Exception,"92    E101
Name: EventId, dtype: object","92    DataStreamer Exception
Name: EventTemplate, dtype: object"
912,913,2015-10-18,"18:05:57,718",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
913,914,2015-10-18,"18:05:57,719",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 60 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
914,915,2015-10-18,"18:05:58,722",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,"86    E95
Name: EventId, dtype: object","86    Address change detected. Old: msra-sa-41/10.19...
Name: EventTemplate, dtype: object"
915,916,2015-10-18,"18:05:58,722",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 61 seconds.  Will retry shortly ...,"87    E96
Name: EventId, dtype: object","87    Failed to renew lease for [DFSClient_NONMAPRED...
Name: EventTemplate, dtype: object"
