,LineId,Month,Date,Time,User,Component,PID,Address,Content,EventId,EventTemplate
1047,1048,Jul,4,23:10:28,calvisitor-10-105-162-105,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],"123    E344
Name: EventId, dtype: object","123    [com.apple.calendar.store.log.caldav.coredav] ...
Name: EventTemplate, dtype: object"
1048,1049,Jul,4,23:10:29,calvisitor-10-105-162-105,kernel,0,,"PM response took 113 ms (24144, WeChat)","199    E42
Name: EventId, dtype: object","199    PM response took <*> ms <*> <*>
Name: EventTemplate, dtype: object"
1049,1050,Jul,4,23:10:31,calvisitor-10-105-162-105,WindowServer,184,,"device_generate_lock_screen_screenshot: authw 0x7fa824145a00(2000)[0, 0, 1440, 900] shield 0x7fa825dafc00(2001), dev [1440,900]","25    E413
Name: EventId, dtype: object","25    device_generate_lock_screen_screenshot: authw ...
Name: EventTemplate, dtype: object"
1050,1051,Jul,4,23:10:40,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35382,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,"215    E317
Name: EventId, dtype: object","215    dnssd_clientstub ConnectToServer: connect() fa...
Name: EventTemplate, dtype: object"
1051,1052,Jul,4,23:13:35,calvisitor-10-105-162-105,com.apple.AddressBook.InternetAccountsBridge,35394,,dnssd_clientstub ConnectToServer: connect() failed path:/var/run/mDNSResponder Socket:4 Err:-1 Errno:1 Operation not permitted,"215    E317
Name: EventId, dtype: object","215    dnssd_clientstub ConnectToServer: connect() fa...
Name: EventTemplate, dtype: object"
1052,1053,Jul,4,23:14:37,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35400,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SearchHelper.xpc/Contents/MacOS/com.apple.Safari.SearchHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","428    E435
Name: EventId, dtype: object","428    Path not allowed in target domain: type = pid,...
Name: EventTemplate, dtype: object"
1053,1054,Jul,4,23:16:14,calvisitor-10-105-162-105,com.apple.xpc.launchd,1,com.apple.xpc.launchd.domain.pid.WebContent.35412,"Path not allowed in target domain: type = pid, path = /System/Library/StagedFrameworks/Safari/SafariShared.framework/Versions/A/XPCServices/com.apple.Safari.SocialHelper.xpc/Contents/MacOS/com.apple.Safari.SocialHelper error = 147: The specified service did not ship in the requestor's bundle, origin = /System/Library/StagedFrameworks/Safari/WebKit.framework/Versions/A/XPCServices/com.apple.WebKit.WebContent.xpc","428    E435
Name: EventId, dtype: object","428    Path not allowed in target domain: type = pid,...
Name: EventTemplate, dtype: object"
1054,1055,Jul,4,23:17:17,calvisitor-10-105-162-105,Safari,9852,,KeychainGetICDPStatus: status: off,"206    E129
Name: EventId, dtype: object","206    KeychainGetICDPStatus: status: off
Name: EventTemplate, dtype: object"
1055,1056,Jul,4,23:20:18,calvisitor-10-105-162-105,QQ,10018,,FA||Url||taskID[2019353517] dealloc,"416    E110
Name: EventId, dtype: object","416    <*> <*>
Name: EventTemplate, dtype: object"
1056,1057,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00660011': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1057,1058,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0067000f': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1058,1059,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00670033': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1059,1060,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03600009': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1060,1061,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0360001f': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1061,1062,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03f20026': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1062,1063,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x009a0005': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1063,1064,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00990013': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1064,1065,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00690003': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1065,1066,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a0061': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1066,1067,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00a6': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1067,1068,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00a7': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1068,1069,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006a00b2': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1069,1070,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006d0002': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1070,1071,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00b20001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1071,1072,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03ef000d': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1072,1073,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00b8fffe': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1073,1074,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00bb0001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1074,1075,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00bc0007': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1075,1076,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c1000a': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1076,1077,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c40027': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1077,1078,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00c5000c': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1078,1079,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00e80002': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1079,1080,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x03eb0001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1080,1081,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x006f0001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1081,1082,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x00730020': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1082,1083,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007c000c': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1083,1084,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007c0018': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1084,1085,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x007d000e': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1085,1086,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b036a': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1086,1087,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b6fb5': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1087,1088,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008b0360': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1088,1089,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008bdeaa': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1089,1090,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x008bdeb0': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1090,1091,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x01f60001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1091,1092,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x01f90004': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1092,1093,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02080000': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1093,1094,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02100004': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1094,1095,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02120000': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1095,1096,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02120002': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1096,1097,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x023b0003': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1097,1098,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x023d0001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1098,1099,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02410003': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1099,1100,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02420002': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1100,1101,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02420006': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1101,1102,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470032': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1102,1103,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02470045': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1103,1104,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0247ffe9': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1104,1105,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0249002a': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1105,1106,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x024a00b2': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1106,1107,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x025c0009': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1107,1108,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0261fffd': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1108,1109,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02640011': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1109,1110,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0268000a': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1110,1111,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02720002': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1111,1112,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02740004': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1112,1113,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02cc0000': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1113,1114,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02d10001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1114,1115,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02770011': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1115,1116,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02780026': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1116,1117,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x027b0006': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1117,1118,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x027e0001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1118,1119,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02801000': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1119,1120,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02950006': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1120,1121,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x0295001d': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1121,1122,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x029f0014': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1122,1123,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x029f003a': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1123,1124,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02a60001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1124,1125,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02b60001': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1125,1126,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02b70006': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1126,1127,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,Cocoa scripting error for '0x02cb000d': four character codes must be four characters long.,"219    E285
Name: EventId, dtype: object","219    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*...
Name: EventTemplate, dtype: object"
1127,1128,Jul,4,23:22:09,calvisitor-10-105-162-105,Microsoft Word,14463,,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.,"104    E346
Name: EventId, dtype: object","104    .sdef warning for argument '' of command 'can ...
Name: EventTemplate, dtype: object"
1128,1129,Jul,4,23:25:29,calvisitor-10-105-162-105,WeChat,24144,,jemmytest,"70    E189
Name: EventId, dtype: object","70    <*>
Name: EventTemplate, dtype: object"
1129,1130,Jul,4,23:30:23,calvisitor-10-105-162-105,QQ,10018,,FA||Url||taskID[2019353519] dealloc,"416    E110
Name: EventId, dtype: object","416    <*> <*>
Name: EventTemplate, dtype: object"
1130,1131,Jul,4,23:31:49,calvisitor-10-105-162-105,WindowServer,184,,send_datagram_available_ping: pid 445 failed to act on a ping it dequeued before timing out.,"179    E269
Name: EventId, dtype: object","179    send_datagram_available_ping: pid 445 failed t...
Name: EventTemplate, dtype: object"
1131,1132,Jul,4,23:49:42,calvisitor-10-105-162-105,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>.,"276    E286
Name: EventId, dtype: object","276    -[ISGenerateImageOp generateImageWithCompletio...
Name: EventTemplate, dtype: object"
1132,1133,Jul,4,23:50:59,calvisitor-10-105-162-105,quicklookd,35391,,objc[35391]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,"281    E425
Name: EventId, dtype: object","281    <*> Class <*> is implemented in both /Library/...
Name: EventTemplate, dtype: object"
1133,1134,Jul,4,23:50:59,calvisitor-10-105-162-105,garcon,35461,,Invalidating watch set.,"113    E134
Name: EventId, dtype: object","113    Invalidating watch set.
Name: EventTemplate, dtype: object"
1134,1135,Jul,4,23:50:59,calvisitor-10-105-162-105,QuickLookSatellite,35448,,objc[35448]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,"281    E425
Name: EventId, dtype: object","281    <*> Class <*> is implemented in both /Library/...
Name: EventTemplate, dtype: object"
1135,1136,Jul,4,23:51:29,calvisitor-10-105-162-105,secd,276,,"SOSAccountThisDeviceCanSyncWithCircle sync with device failure: Error Domain=com.apple.security.sos.error Code=1035 ""Account identity not set"" UserInfo={NSDescription=Account identity not set}","180    E319
Name: EventId, dtype: object","180    SOSAccountThisDeviceCanSyncWithCircle sync wit...
Name: EventTemplate, dtype: object"
1136,1137,Jul,4,23:53:29,calvisitor-10-105-162-105,iconservicesagent,328,,-[ISGenerateImageOp generateImageWithCompletion:] Failed to composit image for descriptor <ISBindingImageDescriptor: 0x7f9950712080>.,"276    E286
Name: EventId, dtype: object","276    -[ISGenerateImageOp generateImageWithCompletio...
Name: EventTemplate, dtype: object"
1137,1138,Jul,4,23:55:28,calvisitor-10-105-162-105,CalendarAgent,279,,[com.apple.calendar.store.log.caldav.coredav] [Refusing to parse response to PROPPATCH because of content-type: [text/html; charset=UTF-8].],"123    E344
Name: EventId, dtype: object","123    [com.apple.calendar.store.log.caldav.coredav] ...
Name: EventTemplate, dtype: object"
