,LineId,Time,Component,Pid,Content,EventId,EventTemplate
837,838,20171223-22:20:1:687,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
838,839,20171223-22:20:1:692,Step_StandReportReceiver,30002312,REPORT : 7176 5123 153709 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
839,840,20171223-22:20:1:863,Step_LSC,30002312,onStandStepChanged 3751,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
840,841,20171223-22:20:1:873,Step_LSC,30002312,onExtend:1514038802000 3 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
841,842,20171223-22:20:2:164,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7176##549149##8661##16256##27445983,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
842,843,20171223-22:20:2:165,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7179##549200##8661##16256##27446483,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
843,844,20171223-22:20:2:174,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130458,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
844,845,20171223-22:20:2:178,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
845,846,20171223-22:20:2:179,Step_StandReportReceiver,30002312,REPORT : 7179 5125 153774 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
846,847,20171223-22:20:2:365,Step_LSC,30002312,onStandStepChanged 3753,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
847,848,20171223-22:20:2:375,Step_LSC,30002312,onExtend:1514038803000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
848,849,20171223-22:20:2:670,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7179##549200##8661##16256##27446483,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
849,850,20171223-22:20:2:671,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7181##549251##8661##16256##27446989,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
850,851,20171223-22:20:2:678,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130501,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
851,852,20171223-22:20:2:693,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
852,853,20171223-22:20:2:695,Step_StandReportReceiver,30002312,REPORT : 7181 5127 153817 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
853,854,20171223-22:20:2:863,Step_LSC,30002312,onStandStepChanged 3755,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
854,855,20171223-22:20:2:874,Step_LSC,30002312,onExtend:1514038803000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
855,856,20171223-22:20:3:164,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7181##549251##8661##16256##27446989,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
856,857,20171223-22:20:3:165,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7183##549302##8661##16256##27447483,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
857,858,20171223-22:20:3:175,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130544,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
858,859,20171223-22:20:3:179,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
859,860,20171223-22:20:3:180,Step_StandReportReceiver,30002312,REPORT : 7183 5128 153859 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
860,861,20171223-22:20:3:862,Step_LSC,30002312,onStandStepChanged 3757,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
861,862,20171223-22:20:3:873,Step_LSC,30002312,onExtend:1514038804000 2 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
862,863,20171223-22:20:4:166,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7183##549302##8661##16256##27447483,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
863,864,20171223-22:20:4:167,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7185##549353##8661##16256##27448486,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
864,865,20171223-22:20:4:187,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130587,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
865,866,20171223-22:20:4:193,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
866,867,20171223-22:20:4:193,Step_StandReportReceiver,30002312,REPORT : 7185 5130 153902 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
867,868,20171223-22:20:4:362,Step_LSC,30002312,onStandStepChanged 3758,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
868,869,20171223-22:20:4:373,Step_LSC,30002312,onExtend:1514038805000 1 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
869,870,20171223-22:20:4:664,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7185##549353##8661##16256##27448486,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
870,871,20171223-22:20:4:665,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7186##549404##8661##16256##27448983,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
871,872,20171223-22:20:4:673,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130608,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
872,873,20171223-22:20:4:676,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
873,874,20171223-22:20:4:680,Step_StandReportReceiver,30002312,REPORT : 7186 5130 153924 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
874,875,20171223-22:20:5:362,Step_LSC,30002312,onStandStepChanged 3759,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
875,876,20171223-22:20:5:377,Step_LSC,30002312,onExtend:1514038806000 1 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
876,877,20171223-22:20:5:662,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7186##549404##8661##16256##27448983,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
877,878,20171223-22:20:5:664,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7187##549455##8661##16256##27449982,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
878,879,20171223-22:20:5:672,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130630,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
879,880,20171223-22:20:5:675,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
880,881,20171223-22:20:5:675,Step_StandReportReceiver,30002312,REPORT : 7187 5131 153945 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
881,882,20171223-22:20:7:364,Step_LSC,30002312,onStandStepChanged 3760,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
882,883,20171223-22:20:7:378,Step_LSC,30002312,onExtend:1514038808000 1 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
883,884,20171223-22:20:7:665,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7187##549455##8661##16256##27449982,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
884,885,20171223-22:20:7:666,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7188##549506##8661##16256##27451985,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
885,886,20171223-22:20:7:681,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130651,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
886,887,20171223-22:20:7:686,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
887,888,20171223-22:20:7:690,Step_StandReportReceiver,30002312,REPORT : 7188 5132 153966 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
888,889,20171223-22:20:7:864,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
889,890,20171223-22:20:7:875,Step_LSC,30002312,onExtend:1514038808000 1 0 4,"1    E4
Name: EventId, dtype: object","1    <*> <*> 0 4
Name: EventTemplate, dtype: object"
890,891,20171223-22:20:8:172,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7188##549506##8661##16256##27451985,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
891,892,20171223-22:20:8:173,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7189##549557##8661##16256##27452491,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
892,893,20171223-22:20:8:180,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
893,894,20171223-22:20:8:182,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
894,895,20171223-22:20:8:185,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
895,896,20171223-22:20:12:863,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
896,897,20171223-22:20:12:874,Step_LSC,30002312,onExtend:1514038813000 0 0 0,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
897,898,20171223-22:20:13:164,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7189##549557##8661##16256##27452491,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
898,899,20171223-22:20:13:165,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7189##549608##8661##16256##27457484,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
899,900,20171223-22:20:13:180,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
900,901,20171223-22:20:13:184,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
901,902,20171223-22:20:15:873,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
902,903,20171223-22:20:15:885,Step_LSC,30002312,onExtend:1514038816000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
903,904,20171223-22:20:16:175,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7189##549608##8661##16256##27457484,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
904,905,20171223-22:20:16:175,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038740000##7189##549659##8661##16256##27460494,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
905,906,20171223-22:20:16:186,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
906,907,20171223-22:20:16:194,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
907,908,20171223-22:20:18:586,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,"9    E12
Name: EventId, dtype: object","9    onReceive action: android.intent.action.SCREEN...
Name: EventTemplate, dtype: object"
908,909,20171223-22:22:37:638,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"12    E14
Name: EventId, dtype: object","12    processHandleBroadcastAction action:android.in...
Name: EventTemplate, dtype: object"
909,910,20171223-22:23:41:831,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"12    E14
Name: EventId, dtype: object","12    processHandleBroadcastAction action:android.in...
Name: EventTemplate, dtype: object"
910,911,20171223-22:24:22:157,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
911,912,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038819000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
912,913,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038879000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
913,914,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038939000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
914,915,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514038999000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
915,916,20171223-22:24:22:165,Step_LSC,30002312,onExtend:1514039059000 0 0 0,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
916,917,20171223-22:24:22:204,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,"2    E5
Name: EventId, dtype: object","2    <*> <*>
Name: EventTemplate, dtype: object"
917,918,20171223-22:24:22:206,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"2    E5
Name: EventId, dtype: object","2    <*> <*>
Name: EventTemplate, dtype: object"
918,919,20171223-22:24:22:206,Step_StandStepCounter,30002312,flush sensor data,"3    E6
Name: EventId, dtype: object","3    flush sensor data
Name: EventTemplate, dtype: object"
919,920,20171223-22:24:22:207,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038740000##7189##549659##8661##16256##27460494,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
920,921,20171223-22:24:22:207,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706526,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
921,922,20171223-22:24:22:208,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
922,923,20171223-22:24:22:214,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
923,924,20171223-22:24:22:215,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
924,925,20171223-22:24:22:215,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
925,926,20171223-22:24:22:309,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
926,927,20171223-22:24:22:310,Step_LSC,30002312,onExtend:1514039062000 0 0 0,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
927,928,20171223-22:24:22:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"12    E14
Name: EventId, dtype: object","12    processHandleBroadcastAction action:android.in...
Name: EventTemplate, dtype: object"
928,929,20171223-22:24:22:516,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706526,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
929,930,20171223-22:24:22:516,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27706835,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
930,931,20171223-22:24:22:524,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
931,932,20171223-22:24:22:526,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
932,933,20171223-22:24:51:883,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
933,934,20171223-22:24:51:892,Step_LSC,30002312,onExtend:1514039091000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
934,935,20171223-22:24:52:184,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27706835,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
935,936,20171223-22:24:52:185,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27736503,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
936,937,20171223-22:24:52:200,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
937,938,20171223-22:24:52:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
938,939,20171223-22:24:53:884,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
939,940,20171223-22:24:53:897,Step_LSC,30002312,onExtend:1514039093000 0 0 0,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
940,941,20171223-22:24:54:185,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27736503,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
941,942,20171223-22:24:54:186,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27738504,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
942,943,20171223-22:24:54:201,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
943,944,20171223-22:24:54:205,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
944,945,20171223-22:24:58:889,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
945,946,20171223-22:24:58:890,Step_LSC,30002312,onExtend:1514039098000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
946,947,20171223-22:24:59:190,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27738504,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
947,948,20171223-22:24:59:191,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514038980000##7189##549659##8661##16256##27743510,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
948,949,20171223-22:24:59:206,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
949,950,20171223-22:24:59:210,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
950,951,20171223-22:25:0:162,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"12    E14
Name: EventId, dtype: object","12    processHandleBroadcastAction action:android.in...
Name: EventTemplate, dtype: object"
951,952,20171223-22:25:13:8,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_OFF,"9    E12
Name: EventId, dtype: object","9    onReceive action: android.intent.action.SCREEN...
Name: EventTemplate, dtype: object"
952,953,20171223-22:28:38:344,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"12    E14
Name: EventId, dtype: object","12    processHandleBroadcastAction action:android.in...
Name: EventTemplate, dtype: object"
953,954,20171223-22:29:8:492,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"12    E14
Name: EventId, dtype: object","12    processHandleBroadcastAction action:android.in...
Name: EventTemplate, dtype: object"
954,955,20171223-22:30:12:959,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.TIME_TICK,"12    E14
Name: EventId, dtype: object","12    processHandleBroadcastAction action:android.in...
Name: EventTemplate, dtype: object"
955,956,20171223-22:30:23:988,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
956,957,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039112000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
957,958,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039172000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
958,959,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039232000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
959,960,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039292000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
960,961,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039352000 0 0 5,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
961,962,20171223-22:30:23:993,Step_LSC,30002312,onExtend:1514039412000 0 0 0,"13    E39
Name: EventId, dtype: object","13    <*> <*> 0 <*>
Name: EventTemplate, dtype: object"
962,963,20171223-22:30:24:25,Step_StandReportReceiver,30002312,onReceive action: android.intent.action.SCREEN_ON,"2    E5
Name: EventId, dtype: object","2    <*> <*>
Name: EventTemplate, dtype: object"
963,964,20171223-22:30:24:27,Step_LSC,30002312,processHandleBroadcastAction action:android.intent.action.SCREEN_ON,"2    E5
Name: EventId, dtype: object","2    <*> <*>
Name: EventTemplate, dtype: object"
964,965,20171223-22:30:24:27,Step_StandStepCounter,30002312,flush sensor data,"3    E6
Name: EventId, dtype: object","3    flush sensor data
Name: EventTemplate, dtype: object"
965,966,20171223-22:30:24:28,Step_SPUtils,30002312, getTodayTotalDetailSteps = 1514038980000##7189##549659##8661##16256##27743510,"4    E7
Name: EventId, dtype: object","4     getTodayTotalDetailSteps = <*>
Name: EventTemplate, dtype: object"
966,967,20171223-22:30:24:28,Step_SPUtils,30002312,setTodayTotalDetailSteps=1514039340000##7189##549659##8661##16256##28068346,"5    E8
Name: EventId, dtype: object","5    <*>
Name: EventTemplate, dtype: object"
967,968,20171223-22:30:24:28,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
968,969,20171223-22:30:24:40,Step_ExtSDM,30002312,calculateCaloriesWithCache totalCalories=130673,"6    E9
Name: EventId, dtype: object","6    calculateCaloriesWithCache <*>
Name: EventTemplate, dtype: object"
969,970,20171223-22:30:24:45,Step_ExtSDM,30002312,calculateAltitudeWithCache totalAltitude=240,"7    E10
Name: EventId, dtype: object","7    calculateAltitudeWithCache <*>
Name: EventTemplate, dtype: object"
970,971,20171223-22:30:24:46,Step_StandReportReceiver,30002312,REPORT : 7189 5132 153988 240,"8    E11
Name: EventId, dtype: object","8    REPORT : <*> <*> <*> 240
Name: EventTemplate, dtype: object"
971,972,20171223-22:30:24:129,Step_LSC,30002312,onStandStepChanged 3761,"0    E3
Name: EventId, dtype: object","0    onStandStepChanged <*>
Name: EventTemplate, dtype: object"
