,LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate
1183,1184,2015-07-29,"19:35:11,352",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1184,1185,2015-07-29,"19:35:11,461",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1185,1186,2015-07-29,"19:35:14,605",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1186,1187,2015-07-29,"19:35:14,606",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1187,1188,2015-07-29,"19:35:14,692",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1188,1189,2015-07-29,"19:35:14,798",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1189,1190,2015-07-29,"19:35:14,801",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:45509,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1190,1191,2015-07-29,"19:35:14,802",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1191,1192,2015-07-29,"19:35:17,946",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1192,1193,2015-07-29,"19:35:18,136",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1193,1194,2015-07-29,"19:35:24,626",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1194,1195,2015-07-29,"19:35:24,818",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1195,1196,2015-07-29,"19:35:24,822",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1196,1197,2015-07-29,"19:35:28,049",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1197,1198,2015-07-29,"19:35:28,160",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1198,1199,2015-07-29,"19:35:28,162",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1199,1200,2015-07-29,"19:35:31,307",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1200,1201,2015-07-29,"19:35:31,389",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1201,1202,2015-07-29,"19:35:34,731",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1202,1203,2015-07-29,"19:35:34,735",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1203,1204,2015-07-29,"19:35:34,839",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1204,1205,2015-07-29,"19:35:34,842",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1205,1206,2015-07-29,"19:35:41,328",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1206,1207,2015-07-29,"19:35:41,411",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1207,1208,2015-07-29,"19:35:41,523",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1208,1209,2015-07-29,"19:35:44,864",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1209,1210,2015-07-29,"19:35:48,007",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:33138,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1210,1211,2015-07-29,"19:35:48,009",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1211,1212,2015-07-29,"19:35:48,094",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1212,1213,2015-07-29,"19:35:51,543",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1213,1214,2015-07-29,"19:35:54,882",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:45651,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1214,1215,2015-07-29,"19:35:54,885",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1215,1216,2015-07-29,"19:36:01,368",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:33186,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1216,1217,2015-07-29,"19:36:01,453",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1217,1218,2015-07-29,"19:36:04,906",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1218,1219,2015-07-29,"19:36:14,809",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:57889,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1219,1220,2015-07-29,"19:36:18,070",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:33246,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1220,1221,2015-07-29,"19:36:18,151",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:57904,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1221,1222,2015-07-29,"19:36:18,262",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1222,1223,2015-07-29,"19:36:18,265",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:45738,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1223,1224,2015-07-29,"19:36:21,410",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:33257,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1224,1225,2015-07-29,"19:36:21,414",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1225,1226,2015-07-29,"19:36:21,492",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1226,1227,2015-07-29,"19:36:21,606",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1227,1228,2015-07-29,"19:36:24,752",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1228,1229,2015-07-29,"19:36:24,834",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1229,1230,2015-07-29,"19:36:28,091",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1230,1231,2015-07-29,"19:36:28,176",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1231,1232,2015-07-29,"19:36:28,284",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:45770,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1232,1233,2015-07-29,"19:36:31,627",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1233,1234,2015-07-29,"19:36:34,771",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:33305,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1234,1235,2015-07-29,"19:36:34,853",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:57965,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1235,1236,2015-07-29,"19:36:34,962",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1236,1237,2015-07-29,"19:36:38,112",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1237,1238,2015-07-29,"19:36:38,193",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:57977,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1238,1239,2015-07-29,"19:36:38,307",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1239,1240,2015-07-29,"19:36:44,987",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1240,1241,2015-07-29,"19:36:48,327",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1241,1242,2015-07-29,"19:36:51,671",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1242,1243,2015-07-29,"19:36:51,671",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1243,1244,2015-07-29,"19:36:54,812",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1244,1245,2015-07-29,"19:36:55,011",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1245,1246,2015-07-29,"19:36:58,153",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,"15    E5.0
Name: EventId, dtype: object","15    <*> <*>
Name: EventTemplate, dtype: object"
1246,1247,2015-07-29,"19:36:58,154",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1247,1248,2015-07-29,"19:36:58,342",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1248,1249,2015-07-29,"19:36:58,343",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1249,1250,2015-07-29,"19:37:01,494",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1250,1251,2015-07-29,"19:37:05,025",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1251,1252,2015-07-29,"19:37:08,362",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1252,1253,2015-07-29,"19:37:11,703",INFO,/10.10.34.12,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:45923,"29    E1.0
Name: EventId, dtype: object","29    Received connection request <*>
Name: EventTemplate, dtype: object"
1253,1254,2015-07-29,"19:37:15,046",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1254,1255,2015-07-29,"19:37:21,538",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1255,1256,2015-07-29,"19:37:21,611",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,"35    E3.0
Name: EventId, dtype: object","35    Interrupted while waiting for message on queue
Name: EventTemplate, dtype: object"
1256,1257,2015-07-29,"19:37:21,726",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 2, error =","22    E4.0
Name: EventId, dtype: object","22    Connection broken for id <*> my id = <*> error =
Name: EventTemplate, dtype: object"
1257,1258,2015-07-29,"19:37:27,222",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,627,Got user-level KeeperException when processing sessionid:0x34ed93485090001 type:create cxid:0x55b8bb0f zxid:0x100000010 txntype:-1 reqpath:n/a Error Path:/home/curi/.zookeeper Error:KeeperErrorCode = NodeExists for /home/curi/.zookeeper,"6    E29.0
Name: EventId, dtype: object","6    Got user-level KeeperException when processing...
Name: EventTemplate, dtype: object"
1258,1259,2015-07-29,"19:39:01,170",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,"28    E7.0
Name: EventId, dtype: object","28    caught end of stream exception
Name: EventTemplate, dtype: object"
1259,1260,2015-07-29,"19:48:30,969",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.16:56610,"0    E9.0
Name: EventId, dtype: object","0    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1260,1261,2015-07-29,"19:52:16,002",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ed93111f20005,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1261,1262,2015-07-29,"19:52:16,002",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x24ed93119420008,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1262,1263,2015-07-29,"19:52:20,004",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ed93111f20000,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1263,1264,2015-07-29,"19:52:20,581",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:50822,"0    E9.0
Name: EventId, dtype: object","0    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1264,1265,2015-07-29,"19:53:12,538",WARN,SendWorker,3:QuorumCnxManager$SendWorker,688,Send worker leaving thread,"13    E2.0
Name: EventId, dtype: object","13    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1265,1266,2015-07-29,"19:54:05,544",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:37229; will be dropped if server is in r-o mode,"26    E11.0
Name: EventId, dtype: object","26    <*> <*>
Name: EventTemplate, dtype: object"
1266,1267,2015-07-29,"19:54:05,544",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.13:37229,"17    E8.0
Name: EventId, dtype: object","17    Client attempting to <*> <*> <*> at <*>
Name: EventTemplate, dtype: object"
1267,1268,2015-07-29,"19:56:54,754",INFO,WorkerReceiver[myid=2],FastLeaderElection,542,"Notification: 3 (n.leader), 0x10000006b (n.zxid), 0x2 (n.round), LOOKING (n.state), 3 (n.sid), 0x1 (n.peerEPoch), LEADING (my state)","25    E22.0
Name: EventId, dtype: object","25    Notification: <*> (n.leader), <*> (n.zxid), <*...
Name: EventTemplate, dtype: object"
1268,1269,2015-07-29,"19:57:37,058",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:50926,"0    E9.0
Name: EventId, dtype: object","0    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1269,1270,2015-07-29,"20:15:01,897",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:51168,"0    E9.0
Name: EventId, dtype: object","0    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1270,1271,2015-07-29,"20:39:58,002",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x24ed9311942000c,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1271,1272,2015-07-29,"21:01:43,687",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.21:51245,"0    E9.0
Name: EventId, dtype: object","0    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1272,1273,2015-07-29,"21:01:50,768",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.25:53326; will be dropped if server is in r-o mode,"26    E11.0
Name: EventId, dtype: object","26    <*> <*>
Name: EventTemplate, dtype: object"
1273,1274,2015-07-29,"21:34:47,357",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:54610,"17    E8.0
Name: EventId, dtype: object","17    Client attempting to <*> <*> <*> at <*>
Name: EventTemplate, dtype: object"
1274,1275,2015-07-29,"21:34:48,001",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x14ed93111f20020, timeout of 10000ms exceeded","7    E30.0
Name: EventId, dtype: object","7    Expiring session <*> timeout of <*> exceeded
Name: EventTemplate, dtype: object"
1275,1276,2015-07-29,"21:34:48,003",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x24ed93119420021,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1276,1277,2015-07-29,"21:36:24,001",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x24ed93119420033, timeout of 10000ms exceeded","7    E30.0
Name: EventId, dtype: object","7    Expiring session <*> timeout of <*> exceeded
Name: EventTemplate, dtype: object"
1277,1278,2015-07-29,"21:36:26,000",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x24ed9311942002a, timeout of 10000ms exceeded","7    E30.0
Name: EventId, dtype: object","7    Expiring session <*> timeout of <*> exceeded
Name: EventTemplate, dtype: object"
1278,1279,2015-07-29,"21:39:29,974",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.27:32782,"17    E8.0
Name: EventId, dtype: object","17    Client attempting to <*> <*> <*> at <*>
Name: EventTemplate, dtype: object"
1279,1280,2015-07-29,"21:41:34,002",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ed93111f2003f,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1280,1281,2015-07-29,"23:05:07,344",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.28:37304 which had sessionid 0x24ed9311942004f,"2    E6.0
Name: EventId, dtype: object","2    Closed socket connection for client <*> which ...
Name: EventTemplate, dtype: object"
1281,1282,2015-07-29,"23:05:16,002",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x34ed9ac1c1e0021,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1282,1283,2015-07-29,"23:05:18,000",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x34ed9ac1c1e002b, timeout of 10000ms exceeded","7    E30.0
Name: EventId, dtype: object","7    Expiring session <*> timeout of <*> exceeded
Name: EventTemplate, dtype: object"
1283,1284,2015-07-29,"23:43:04,001",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ed93111f20046,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1284,1285,2015-07-29,"23:44:24,329",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x34ed9ac1c1e0030,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1285,1286,2015-07-29,"23:44:25,464",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.35:38016,"0    E9.0
Name: EventId, dtype: object","0    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
1286,1287,2015-07-29,"23:44:25,695",INFO,ProcessThread(sid,2 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ed93111f2004f,"8    E13.0
Name: EventId, dtype: object","8    Processed session termination for sessionid: <*>
Name: EventTemplate, dtype: object"
1287,1288,2015-07-29,"23:49:40,337",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:53468,"17    E8.0
Name: EventId, dtype: object","17    Client attempting to <*> <*> <*> at <*>
Name: EventTemplate, dtype: object"
1288,1289,2015-07-29,"23:50:50,001",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x34ed9ac1c1e0033, timeout of 10000ms exceeded","7    E30.0
Name: EventId, dtype: object","7    Expiring session <*> timeout of <*> exceeded
Name: EventTemplate, dtype: object"
