,LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate
1065,1066,03-17,16:15:25.201,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1066,1067,03-17,16:15:25.201,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1067,1068,03-17,16:15:25.262,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1068,1069,03-17,16:15:25.265,1702,2107,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,"47    E193
Name: EventId, dtype: object","47    interceptKeyTq <*> interactive=true keyguardAc...
Name: EventTemplate, dtype: object"
1069,1070,03-17,16:15:25.265,1702,2107,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1","9    E135
Name: EventId, dtype: object","9    interceptKeyBeforeQueueing: key <*> , result : 1
Name: EventTemplate, dtype: object"
1070,1071,03-17,16:15:25.266,2227,2318,V,AudioManager,querySoundEffectsEnabled...,"49    E104
Name: EventId, dtype: object","49    <*>
Name: EventTemplate, dtype: object"
1071,1072,03-17,16:15:25.307,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1072,1073,03-17,16:15:25.307,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1073,1074,03-17,16:15:25.330,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1074,1075,03-17,16:15:25.331,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1075,1076,03-17,16:15:25.336,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1076,1077,03-17,16:15:25.336,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1077,1078,03-17,16:15:25.443,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1078,1079,03-17,16:15:25.443,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1079,1080,03-17,16:15:25.448,1702,1815,I,WindowManager,Destroying surface Surface(name=InputMethod) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:517 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:291 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:233 com.android.server.wm.WindowManagerService$H.handleMessage:8670 android.os.Handler.dispatchMessage:105,"48    E5
Name: EventId, dtype: object","48    Destroying surface Surface(name=InputMethod) c...
Name: EventTemplate, dtype: object"
1080,1081,03-17,16:15:25.479,2227,2227,I,PhoneStatusBar,suspendAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1081,1082,03-17,16:15:25.482,1702,27353,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,"187    E192
Name: EventId, dtype: object","187    interceptKeyTq <*> interactive=true keyguardAc...
Name: EventTemplate, dtype: object"
1082,1083,03-17,16:15:25.482,1702,27353,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1","9    E135
Name: EventId, dtype: object","9    interceptKeyBeforeQueueing: key <*> , result : 1
Name: EventTemplate, dtype: object"
1083,1084,03-17,16:15:25.531,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1084,1085,03-17,16:15:25.531,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1085,1086,03-17,16:15:25.547,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1086,1087,03-17,16:15:25.549,1702,27357,D,WindowManager,interceptKeyTq keycode=4 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,"47    E193
Name: EventId, dtype: object","47    interceptKeyTq <*> interactive=true keyguardAc...
Name: EventTemplate, dtype: object"
1087,1088,03-17,16:15:25.549,1702,27357,D,WindowManager,"interceptKeyBeforeQueueing: key 4 , result : 1","9    E135
Name: EventId, dtype: object","9    interceptKeyBeforeQueueing: key <*> , result : 1
Name: EventTemplate, dtype: object"
1088,1089,03-17,16:15:25.550,2227,2318,V,AudioManager,querySoundEffectsEnabled...,"49    E104
Name: EventId, dtype: object","49    <*>
Name: EventTemplate, dtype: object"
1089,1090,03-17,16:15:25.821,23650,23689,V,AudioManager,isMusicActive...,"45    E118
Name: EventId, dtype: object","45    <*>
Name: EventTemplate, dtype: object"
1090,1091,03-17,16:15:26.148,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261950783, event=2, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1091,1092,03-17,16:15:26.149,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1092,1093,03-17,16:15:26.149,2227,2227,I,PhoneStatusBar,suspendAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1093,1094,03-17,16:15:26.153,1702,27353,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down true canceled false,"187    E192
Name: EventId, dtype: object","187    interceptKeyTq <*> interactive=true keyguardAc...
Name: EventTemplate, dtype: object"
1094,1095,03-17,16:15:26.153,1702,27353,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1","9    E135
Name: EventId, dtype: object","9    interceptKeyBeforeQueueing: key <*> , result : 1
Name: EventTemplate, dtype: object"
1095,1096,03-17,16:15:26.153,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261950787, event=1, flags=0x0, uid=1000","68    E163
Name: EventId, dtype: object","68    userActivityNoUpdateLocked: <*> event=1, flags...
Name: EventTemplate, dtype: object"
1096,1097,03-17,16:15:26.154,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1097,1098,03-17,16:15:26.248,2227,2227,I,PhoneStatusBar,resumeSuspendedAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1098,1099,03-17,16:15:26.250,1702,2639,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261950887, event=0, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1099,1100,03-17,16:15:26.250,1702,2639,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1100,1101,03-17,16:15:26.252,1702,2618,D,WindowManager,interceptKeyTq keycode=3 interactive=true keyguardActive=false policyFlags=2b000002 down false canceled false,"47    E193
Name: EventId, dtype: object","47    interceptKeyTq <*> interactive=true keyguardAc...
Name: EventTemplate, dtype: object"
1101,1102,03-17,16:15:26.252,1702,2618,D,WindowManager,"interceptKeyBeforeQueueing: key 3 , result : 1","9    E135
Name: EventId, dtype: object","9    interceptKeyBeforeQueueing: key <*> , result : 1
Name: EventTemplate, dtype: object"
1102,1103,03-17,16:15:26.253,2227,2318,V,AudioManager,querySoundEffectsEnabled...,"49    E104
Name: EventId, dtype: object","49    <*>
Name: EventTemplate, dtype: object"
1103,1104,03-17,16:15:26.272,1702,2105,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261950909, event=0, flags=0x0, uid=1000","163    E162
Name: EventId, dtype: object","163    userActivityNoUpdateLocked: <*> <*> flags=0x0,...
Name: EventTemplate, dtype: object"
1104,1105,03-17,16:15:26.273,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1105,1106,03-17,16:15:26.277,2227,2227,I,PhoneStatusBar,"animateCollapsePanels:flags=0, force=false, delayed=false, mExpandedVisible=false","152    E180
Name: EventId, dtype: object","152    animateCollapsePanels:flags=0, force=false, de...
Name: EventTemplate, dtype: object"
1106,1107,03-17,16:15:26.277,2227,2227,I,PanelView,closeQs,"137    E107
Name: EventId, dtype: object","137    <*>
Name: EventTemplate, dtype: object"
1107,1108,03-17,16:15:26.278,2227,2227,I,PanelView,cancelPeek: false,"10    E137
Name: EventId, dtype: object","10    cancelPeek: false
Name: EventTemplate, dtype: object"
1108,1109,03-17,16:15:26.278,2227,2227,I,PanelView,instantCollapse,"137    E107
Name: EventId, dtype: object","137    <*>
Name: EventTemplate, dtype: object"
1109,1110,03-17,16:15:26.278,2227,2227,I,PanelView,cancelPeek: false,"10    E137
Name: EventId, dtype: object","10    cancelPeek: false
Name: EventTemplate, dtype: object"
1110,1111,03-17,16:15:26.295,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1111,1112,03-17,16:15:26.296,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1112,1113,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"acquire lock=189667585, flags=0x1, tag=""*launch*"", name=android, ws=WorkSource{10057}, uid=1000, pid=1702","159    E15
Name: EventId, dtype: object","159    acquire lock=189667585, flags=0x1, tag=""*launc...
Name: EventTemplate, dtype: object"
1113,1114,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1114,1115,03-17,16:15:26.299,1702,2105,D,PowerManagerService,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".","184    E102
Name: EventId, dtype: object","184    <*> suspend blocker ""PowerManagerService.WakeL...
Name: EventTemplate, dtype: object"
1115,1116,03-17,16:15:26.304,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1116,1117,03-17,16:15:26.304,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1117,1118,03-17,16:15:26.317,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1118,1119,03-17,16:15:26.317,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1119,1120,03-17,16:15:26.328,2227,2227,V,PhoneStatusBar,setLightsOn(true),"16    E115
Name: EventId, dtype: object","16    setLightsOn(true)
Name: EventTemplate, dtype: object"
1120,1121,03-17,16:15:26.328,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=0 mask=1 oldVal=40000500 newVal=40000500 diff=0 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 0, 0), dockedStackBounds=Rect(0, 0 - 0, 0)","52    E21
Name: EventId, dtype: object","52    setSystemUiVisibility vis=0 mask=1 <*> <*> dif...
Name: EventTemplate, dtype: object"
1121,1122,03-17,16:15:26.375,1702,1820,I,DisplayPowerController,HBM brightnessIn =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1122,1123,03-17,16:15:26.375,1702,1820,I,DisplayPowerController,HBM brightnessOut =38,"166    E67
Name: EventId, dtype: object","166    <*> <*>
Name: EventTemplate, dtype: object"
1123,1124,03-17,16:15:26.375,1702,1820,D,DisplayPowerController,"Animating brightness: target=38, rate=200","23    E68
Name: EventId, dtype: object","23    Animating brightness: target=38, rate=200
Name: EventTemplate, dtype: object"
1124,1125,03-17,16:15:26.376,1702,14640,I,WindowManager,"Taking screenshot from Surface with crop:[Rect(0, 48 - 720, 1208)], width:[432], height:[696], minLayer:[21000], maxLayer:[21080], inRotation:[false], rot:[0]","126    E19
Name: EventId, dtype: object","126    Taking screenshot from Surface with crop:[Rect...
Name: EventTemplate, dtype: object"
1125,1126,03-17,16:15:26.462,1702,8303,I,WindowManager,The change in focus caused us to need to do a layout begin,"53    E84
Name: EventId, dtype: object","53    The change in focus caused us to need to do a ...
Name: EventTemplate, dtype: object"
1126,1127,03-17,16:15:26.462,1702,8303,I,WindowManager,The change in focus caused us to need to do a layout end,"79    E85
Name: EventId, dtype: object","79    The change in focus caused us to need to do a ...
Name: EventTemplate, dtype: object"
1127,1128,03-17,16:15:26.466,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=708 mask=ffffffff oldVal=40000500 newVal=708 diff=40000208 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","182    E10
Name: EventId, dtype: object","182    setSystemUiVisibility <*> mask=ffffffff <*> <*...
Name: EventTemplate, dtype: object"
1128,1129,03-17,16:15:26.467,2227,2227,I,PhoneStatusBar,cancelAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1129,1130,03-17,16:15:26.467,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x708, SystemUiVisibility=0x708","3    E65
Name: EventId, dtype: object","3    <*> <*>
Name: EventTemplate, dtype: object"
1130,1131,03-17,16:15:26.475,2227,2227,I,StackScrollAlgorithm,"updateClipping isOverlap:false, getTopPadding=333.0, Translation=0.0","56    E169
Name: EventId, dtype: object","56    updateClipping isOverlap:false, getTopPadding=...
Name: EventTemplate, dtype: object"
1131,1132,03-17,16:15:26.475,2227,2227,I,StackScrollAlgorithm,updateDimmedActivatedHideSensitive overlap:false,"142    E97
Name: EventId, dtype: object","142    updateDimmedActivatedHideSensitive overlap:false
Name: EventTemplate, dtype: object"
1132,1133,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }","34    E49
Name: EventId, dtype: object","34    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1133,1134,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }","99    E39
Name: EventId, dtype: object","99    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1134,1135,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }","54    E40
Name: EventId, dtype: object","54    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1135,1136,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10800000 cmp=com.tencent.qqmusic/.business.lockscreen.LockScreenActivity (has extras) }","54    E40
Name: EventId, dtype: object","54    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1136,1137,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }","171    E41
Name: EventId, dtype: object","171    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1137,1138,03-17,16:15:26.530,1702,2639,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }","69    E23
Name: EventId, dtype: object","69    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1138,1139,03-17,16:15:26.530,1702,2639,D,ActivityManager,"getRecentTasks: num=20,flags=62,totalTasks=46","85    E76
Name: EventId, dtype: object","85    getRecentTasks: <*>
Name: EventTemplate, dtype: object"
1139,1140,03-17,16:15:26.531,1702,2639,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},"170    E42
Name: EventId, dtype: object","170    getRecentTasks: topActivity=ComponentInfo{com....
Name: EventTemplate, dtype: object"
1140,1141,03-17,16:15:26.542,1702,17630,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x10804000 cmp=com.android.systemui/.recents.RecentsActivity bnds=[264,444][920,908] }","34    E49
Name: EventId, dtype: object","34    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1141,1142,03-17,16:15:26.542,1702,17630,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.MAIN flg=0x10840000 cmp=com.android.incallui/.InCallActivity (has extras) }","99    E39
Name: EventId, dtype: object","99    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1142,1143,03-17,16:15:26.542,1702,17630,D,ActivityManager,"Skipping, withExcluded: false, tr.intent:Intent { flg=0x18800000 cmp=com.tencent.mm/.plugin.base.stub.WXEntryActivity (has extras) }","54    E40
Name: EventId, dtype: object","54    Skipping, withExcluded: false, tr.intent:Inten...
Name: EventTemplate, dtype: object"
1143,1144,03-17,16:15:26.542,1702,17630,D,ActivityManager,"getRecentTasks: num=10,flags=62,totalTasks=46","85    E76
Name: EventId, dtype: object","85    getRecentTasks: <*>
Name: EventTemplate, dtype: object"
1144,1145,03-17,16:15:26.542,1702,17630,D,ActivityManager,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},"170    E42
Name: EventId, dtype: object","170    getRecentTasks: topActivity=ComponentInfo{com....
Name: EventTemplate, dtype: object"
1145,1146,03-17,16:15:26.577,2227,2227,I,PhoneStatusBar,"setSystemUiVisibility vis=c0000700 mask=ffffffff oldVal=708 newVal=c0000700 diff=c0000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)","182    E10
Name: EventId, dtype: object","182    setSystemUiVisibility <*> mask=ffffffff <*> <*...
Name: EventTemplate, dtype: object"
1146,1147,03-17,16:15:26.577,2227,2227,I,PhoneStatusBar,cancelAutohide,"33    E98
Name: EventId, dtype: object","33    <*>
Name: EventTemplate, dtype: object"
1147,1148,03-17,16:15:26.577,2227,2227,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0xc0000700, SystemUiVisibility=0xc0000700","3    E65
Name: EventId, dtype: object","3    <*> <*>
Name: EventTemplate, dtype: object"
1148,1149,03-17,16:15:26.618,1702,17630,D,PowerManagerService,"release:lock=189667585, flg=0x0, tag=""*launch*"", name=android"", ws=WorkSource{10057}, uid=1000, pid=1702","31    E182
Name: EventId, dtype: object","31    release:lock=189667585, flg=0x0, tag=""*launch*...
Name: EventTemplate, dtype: object"
1149,1150,03-17,16:15:26.619,1702,17630,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0","40    E28
Name: EventId, dtype: object","40    <*>
Name: EventTemplate, dtype: object"
1150,1151,03-17,16:15:26.619,1702,17630,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".","184    E102
Name: EventId, dtype: object","184    <*> suspend blocker ""PowerManagerService.WakeL...
Name: EventTemplate, dtype: object"
1151,1152,03-17,16:15:26.698,2626,3848,W,PhoneInterfaceManager,shouldBlockLocation running ...,"83    E100
Name: EventId, dtype: object","83    shouldBlockLocation running ...
Name: EventTemplate, dtype: object"
1152,1153,03-17,16:15:26.698,2626,3848,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,"105    E101
Name: EventId, dtype: object","105    shouldBlockLocation  ret:false
Name: EventTemplate, dtype: object"
1153,1154,03-17,16:15:26.746,1702,17632,W,ActivityManager,getRunningAppProcesses: caller 10027 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
1154,1155,03-17,16:15:26.888,1702,1737,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
1155,1156,03-17,16:15:26.889,1702,2644,D,ActivityManager,"ActivityManagerService,attachApplication,callingPid = 13094","153    E77
Name: EventId, dtype: object","153    ActivityManagerService,attachApplication,calli...
Name: EventTemplate, dtype: object"
1156,1157,03-17,16:15:26.900,1702,14638,W,ActivityManager,getTasks: caller 10111 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
1157,1158,03-17,16:15:26.920,2626,2839,W,PhoneInterfaceManager,shouldBlockLocation running ...,"83    E100
Name: EventId, dtype: object","83    shouldBlockLocation running ...
Name: EventTemplate, dtype: object"
1158,1159,03-17,16:15:26.920,2626,2839,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,"105    E101
Name: EventId, dtype: object","105    shouldBlockLocation  ret:false
Name: EventTemplate, dtype: object"
1159,1160,03-17,16:15:26.946,1702,2558,I,WindowManager,Destroying surface Surface(name=com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.AppWindowToken.destroySurfaces:374 com.android.server.wm.AppWindowToken.notifyAppStopped:400 com.android.server.wm.WindowManagerService.notifyAppStopped:4869 com.android.server.am.ActivityStack.activityStoppedLocked:1393 com.android.server.am.ActivityManagerService.activityStopped:7690,"27    E3
Name: EventId, dtype: object","27    Destroying surface <*> called by com.android.s...
Name: EventTemplate, dtype: object"
1160,1161,03-17,16:15:26.979,1702,2250,W,ActivityManager,getRunningAppProcesses: caller 10111 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
1161,1162,03-17,16:15:27.005,1702,2556,W,ActivityManager,getRunningAppProcesses: caller 10027 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
1162,1163,03-17,16:15:27.025,1702,1737,W,ActivityManager,getRunningAppProcesses: caller 10027 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
1163,1164,03-17,16:15:27.039,1702,2395,W,ActivityManager,getRunningAppProcesses: caller 10027 does not hold REAL_GET_TASKS; limiting output,"190    E56
Name: EventId, dtype: object","190    <*> caller <*> does not hold REAL_GET_TASKS; l...
Name: EventTemplate, dtype: object"
