,LineId,Date,Time,Level,Component,Content,EventId,EventTemplate
831,832,17/06/09,20:10:56,INFO,executor.Executor,Running task 4.0 in stage 23.0 (TID 959),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
832,833,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_32_piece0 stored as bytes in memory (estimated size 5.7 KB, free 406.3 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
833,834,17/06/09,20:10:56,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 32 took 16 ms,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
834,835,17/06/09,20:10:56,INFO,storage.MemoryStore,"Block broadcast_32 stored as values in memory (estimated size 10.1 KB, free 400.4 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
835,836,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_0 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
836,837,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_3 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
837,838,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_2 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
838,839,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_1 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
839,840,17/06/09,20:10:56,INFO,storage.BlockManager,Found block rdd_30_4 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
840,841,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 39, boot = -134, init = 173, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
841,842,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -130, init = 170, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
842,843,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -132, init = 172, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
843,844,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 42, boot = -132, init = 173, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
844,845,17/06/09,20:10:56,INFO,python.PythonRunner,"Times: total = 40, boot = -129, init = 168, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
845,846,17/06/09,20:10:56,INFO,executor.Executor,Finished task 0.0 in stage 23.0 (TID 926). 2211 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
846,847,17/06/09,20:10:56,INFO,executor.Executor,Finished task 2.0 in stage 23.0 (TID 951). 2223 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
847,848,17/06/09,20:10:56,INFO,executor.Executor,Finished task 3.0 in stage 23.0 (TID 958). 2223 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
848,849,17/06/09,20:10:56,INFO,executor.Executor,Finished task 4.0 in stage 23.0 (TID 959). 2223 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
849,850,17/06/09,20:10:56,INFO,executor.Executor,Finished task 1.0 in stage 23.0 (TID 940). 2223 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
850,851,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 970,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
851,852,17/06/09,20:10:57,INFO,executor.Executor,Running task 0.0 in stage 24.0 (TID 970),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
852,853,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 984,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
853,854,17/06/09,20:10:57,INFO,executor.Executor,Running task 1.0 in stage 24.0 (TID 984),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
854,855,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 998,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
855,856,17/06/09,20:10:57,INFO,executor.Executor,Running task 2.0 in stage 24.0 (TID 998),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
856,857,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1012,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
857,858,17/06/09,20:10:57,INFO,executor.Executor,Running task 3.0 in stage 24.0 (TID 1012),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
858,859,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1026,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
859,860,17/06/09,20:10:57,INFO,executor.Executor,Running task 4.0 in stage 24.0 (TID 1026),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
860,861,17/06/09,20:10:57,INFO,broadcast.TorrentBroadcast,Started reading broadcast variable 33,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
861,862,17/06/09,20:10:57,INFO,storage.MemoryStore,"Block broadcast_33_piece0 stored as bytes in memory (estimated size 29.5 KB, free 404.8 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
862,863,17/06/09,20:10:57,INFO,broadcast.TorrentBroadcast,Reading broadcast variable 33 took 9 ms,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
863,864,17/06/09,20:10:57,INFO,storage.MemoryStore,"Block broadcast_33 stored as values in memory (estimated size 82.1 KB, free 486.9 KB)","3    E10.0
Name: EventId, dtype: object","3    Block <*> stored as <*> in memory (estimated s...
Name: EventTemplate, dtype: object"
864,865,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_4 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
865,866,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_3 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
866,867,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_2 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
867,868,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_1 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
868,869,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_6_0 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
869,870,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
870,871,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
871,872,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
872,873,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
873,874,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
874,875,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 40, boot = -340, init = 380, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
875,876,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 40, boot = -337, init = 376, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
876,877,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 42, boot = -343, init = 384, finish = 1","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
877,878,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 39, boot = -342, init = 381, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
878,879,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 41, boot = -343, init = 384, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
879,880,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000003_1012' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000003,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
880,881,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000004_1026' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000004,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
881,882,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000002_998' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000002,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
882,883,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000000_970' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000000,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
883,884,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000001_984' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000001,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
884,885,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000004_1026: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
885,886,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000002_998: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
886,887,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000003_1012: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
887,888,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000001_984: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
888,889,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000000_970: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
889,890,17/06/09,20:10:57,INFO,executor.Executor,Finished task 3.0 in stage 24.0 (TID 1012). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
890,891,17/06/09,20:10:57,INFO,executor.Executor,Finished task 4.0 in stage 24.0 (TID 1026). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
891,892,17/06/09,20:10:57,INFO,executor.Executor,Finished task 1.0 in stage 24.0 (TID 984). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
892,893,17/06/09,20:10:57,INFO,executor.Executor,Finished task 2.0 in stage 24.0 (TID 998). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
893,894,17/06/09,20:10:57,INFO,executor.Executor,Finished task 0.0 in stage 24.0 (TID 970). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
894,895,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1125,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
895,896,17/06/09,20:10:57,INFO,executor.Executor,Running task 40.0 in stage 24.0 (TID 1125),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
896,897,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1126,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
897,898,17/06/09,20:10:57,INFO,executor.Executor,Running task 41.0 in stage 24.0 (TID 1126),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
898,899,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1127,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
899,900,17/06/09,20:10:57,INFO,executor.Executor,Running task 42.0 in stage 24.0 (TID 1127),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
900,901,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1128,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
901,902,17/06/09,20:10:57,INFO,executor.Executor,Running task 43.0 in stage 24.0 (TID 1128),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
902,903,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1129,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
903,904,17/06/09,20:10:57,INFO,executor.Executor,Running task 44.0 in stage 24.0 (TID 1129),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
904,905,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_0 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
905,906,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_1 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
906,907,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_2 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
907,908,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_3 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
908,909,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_11_4 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
909,910,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
910,911,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
911,912,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
912,913,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
913,914,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
914,915,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 39, boot = -397, init = 436, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
915,916,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 38, boot = -405, init = 443, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
916,917,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 40, boot = -400, init = 440, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
917,918,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 38, boot = -390, init = 428, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
918,919,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 41, boot = -398, init = 439, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
919,920,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000044_1129' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000044,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
920,921,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000044_1129: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
921,922,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000043_1128' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000043,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
922,923,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000040_1125' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000040,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
923,924,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000043_1128: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
924,925,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000040_1125: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
925,926,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000042_1127' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000042,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
926,927,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000042_1127: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
927,928,17/06/09,20:10:57,INFO,output.FileOutputCommitter,Saved output of task 'attempt_201706092018_0024_m_000041_1126' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000041,"12    E17.0
Name: EventId, dtype: object","12    Saved output of task <*> to <*>
Name: EventTemplate, dtype: object"
928,929,17/06/09,20:10:57,INFO,mapred.SparkHadoopMapRedUtil,attempt_201706092018_0024_m_000041_1126: Committed,"4    E18.0
Name: EventId, dtype: object","4    <*> Committed
Name: EventTemplate, dtype: object"
929,930,17/06/09,20:10:57,INFO,executor.Executor,Finished task 44.0 in stage 24.0 (TID 1129). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
930,931,17/06/09,20:10:57,INFO,executor.Executor,Finished task 43.0 in stage 24.0 (TID 1128). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
931,932,17/06/09,20:10:57,INFO,executor.Executor,Finished task 40.0 in stage 24.0 (TID 1125). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
932,933,17/06/09,20:10:57,INFO,executor.Executor,Finished task 42.0 in stage 24.0 (TID 1127). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
933,934,17/06/09,20:10:57,INFO,executor.Executor,Finished task 41.0 in stage 24.0 (TID 1126). 2364 bytes result sent to driver,"0    E15.0
Name: EventId, dtype: object","0    Finished task <*> in stage <*> (TID <*> <*> by...
Name: EventTemplate, dtype: object"
934,935,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1135,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
935,936,17/06/09,20:10:57,INFO,executor.Executor,Running task 80.0 in stage 24.0 (TID 1135),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
936,937,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1136,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
937,938,17/06/09,20:10:57,INFO,executor.Executor,Running task 81.0 in stage 24.0 (TID 1136),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
938,939,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1137,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
939,940,17/06/09,20:10:57,INFO,executor.Executor,Running task 82.0 in stage 24.0 (TID 1137),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
940,941,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1138,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
941,942,17/06/09,20:10:57,INFO,executor.Executor,Running task 83.0 in stage 24.0 (TID 1138),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
942,943,17/06/09,20:10:57,INFO,executor.CoarseGrainedExecutorBackend,Got assigned task 1141,"1    E3.0
Name: EventId, dtype: object","1    <*> <*>
Name: EventTemplate, dtype: object"
943,944,17/06/09,20:10:57,INFO,executor.Executor,Running task 84.0 in stage 24.0 (TID 1141),"9    E9.0
Name: EventId, dtype: object","9    Running task <*> in stage <*> (TID <*>
Name: EventTemplate, dtype: object"
944,945,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_0 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
945,946,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_1 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
946,947,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_2 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
947,948,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_3 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
948,949,17/06/09,20:10:57,INFO,storage.BlockManager,Found block rdd_16_4 locally,"13    E16.0
Name: EventId, dtype: object","13    Found block <*> locally
Name: EventTemplate, dtype: object"
949,950,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
950,951,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
951,952,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
952,953,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
953,954,17/06/09,20:10:57,INFO,output.FileOutputCommitter,File Output Committer Algorithm version is 1,"10    E1.0
Name: EventId, dtype: object","10    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
954,955,17/06/09,20:10:57,INFO,python.PythonRunner,"Times: total = 37, boot = -87, init = 124, finish = 0","18    E14.0
Name: EventId, dtype: object","18    Times: total = <*> boot = <*> init = <*> finis...
Name: EventTemplate, dtype: object"
